Entidad;Nit Entidad;Departamento Entidad;Ciudad Entidad;OrdenEntidad;Entidad Centralizada;ID del Proceso;Referencia del Proceso;PCI;ID del Portafolio;Nombre del Procedimiento;Descripción del Procedimiento;Fase;Fecha de Publicacion del Proceso;Fecha de Ultima Publicación;Fecha de Publicacion (Fase Planeacion Precalificacion);Fecha de Publicacion (Fase Seleccion Precalificacion);Fecha de Publicacion (Manifestacion de Interes);Fecha de Publicacion (Fase Borrador);Fecha de Publicacion (Fase Seleccion);Precio Base;Modalidad de Contratacion;Justificación Modalidad de Contratación;Duracion;Unidad de Duracion;Fecha de Recepcion de Respuestas;Fecha de Apertura de Respuesta;Fecha de Apertura Efectiva;Ciudad de la Unidad de Contratación;Nombre de la Unidad de Contratación;Proveedores Invitados;Proveedores con Invitacion Directa;Visualizaciones del Procedimiento;Proveedores que Manifestaron Interes;Respuestas al Procedimiento;Respuestas Externas;Conteo de Respuestas a Ofertas;Proveedores Unicos con Respuestas;Numero de Lotes;Estado del Procedimiento;ID Estado del Procedimiento;Adjudicado;ID Adjudicacion;CodigoProveedor;Departamento Proveedor;Ciudad Proveedor;Fecha Adjudicacion;Valor Total Adjudicacion;Nombre del Adjudicador;Nombre del Proveedor Adjudicado;NIT del Proveedor Adjudicado;Codigo Principal de Categoria;Estado de Apertura del Proceso;Tipo de Contrato;Subtipo de Contrato;Categorias Adicionales;URLProceso;Codigo Entidad;Estado Resumen
ALCALDIA MUNICIPAL DE ANDALUCIA VALLE DEL CAUCA;891900443;Valle del Cauca;Andalucía;Territorial;Centralizada;CO1.REQ.4759152;CI-271-2023;704247519;CO1.BDOS.4653636;"AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS Y FINANCIEROS CON EL FONDO MIXTO FONPACIFICO PARA BRINDAR APOYO Y ACOMPAÑAMIENTO A LA SECRETARIA DE GESTIÓN JURÍDICA Y ADMINISTRATIVA EN LA ACTUALIZACIÓN DEL";AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS CON EL FONDO MIXTO FONPACIFICO PARA BRINDAR APOYO Y ACOMPAÑAMIENTO A LA SECRETARIA DE GESTIÓN JURÍDICA Y ADMINISTRATIVA EN LA ACTUALIZACIÓN DEL ESTUDIO DE MODERNIZACIÓN INSTITUCIONAL EN EL MARCO DEL FORTALECIMIENTO INSTITUCIONAL, CONFORME A LA METODOLOGÍA DEFINIDA POR EL DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA - DAFP. PARA EL MUNICIPIO DE ANDALUCÍA VALLE. Y ESTUDIO TÉCNICO PARA LA CONFORMACIÓN DEL EQUIPO INTERDISCIPLINARIO DE LA C;Presentación de oferta;06/28/2023;06/28/2023;;;;;06/28/2023;90,000,000;Contratación directa;Contratos o convenios Interadministrativos (valor cero);4;Mes(es);;;;Andalucía;ALANDALUCIA UNIDAD DE CONTRATACIÓN 2023;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.80101505;Abierto;Otro;No Definido;V180111600;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4660620;704,247,519;Adjudicado
MUNICIPIO DE ZARZAL;891900624;Valle del Cauca;No Definido;Territorial;Centralizada;CO1.REQ.2424673;CD-237-2021;704247279;CO1.BDOS.2357074;CONVENIO FONPACIFICO;No definido;Presentación de oferta;11/04/2021;11/04/2021;;;;;11/04/2021;0;Contratación directa;Contratos o convenios Interadministrativos (valor cero);787;día(s);;;;Zarzal;MUNICIPIO DE ZARZAL;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.80101600;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2363310;704,247,279;Adjudicado
MUNICIPIO DE CARTAGO;891900493;Valle del Cauca;Cartago;Territorial;Centralizada;CO1.REQ.6953584;11-034-2024.;704960004;CO1.BDOS.6824275;"AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS; FINANCIEROS Y HUMANOS CON LA ALCALDÍA MUNICIPAL DE CARTAGO";AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS CON LA ALCALDÍA MUNICIPAL DE CARTAGO PARA APOYAR A LA SECRETARÍA DE MOVILIDAD Y TRANSPORTE DE CARTAGO EN EL CUMPLIMIENTO DEL PROGRAMA DE CAMPAÑAS EDUCATIVAS SOBRE SEGURIDAD VIAL, CULTURA CIUDADANA Y USO ADECUADO DE LA INFRAESTRUCTURA VIAL;Presentación de oferta;;;;;;;;415,501,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);88;día(s);10/04/2024;;10/03/2024;Cartago;UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.2050016;710427048;Valle del Cauca;Cali;10/04/2024;415,501,000;SANTIAGO MENDOZA GUZMAN;FONPACIFICO;901039684;V1.86101709;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6833525;704,960,004;Adjudicado
ALCALDIA MUNICIPIO DE DOSQUEBRADAS;800099310;Risaralda;Dosquebradas;Territorial;Centralizada;CO1.REQ.7214922;CI-2040-2024;704187608;CO1.BDOS.7080011;"AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS; FINANCIEROS; ORGANIZACIONALES Y LOGÍSTICOS PARA EL DESARROLLO DE LAS ACTIVIDADES  Y MANIFESTACIONES CULTURALES; ARTÍSTICAS; DEPORTIVAS; SOCIALES INSTITUCIONA";AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS, ORGANIZACIONALES Y LOGÍSTICOS PARA EL DESARROLLO DE LAS ACTIVIDADES  Y MANIFESTACIONES CULTURALES, ARTÍSTICAS, DEPORTIVAS, SOCIALES INSTITUCIONALES Y/O DE PROMOCIÓN DEL TURISMO EN EL MUNICIPIO DE DOSQUEBRADAS;Presentación de oferta;;;;;;;;2,618,632,663;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);38;día(s);11/22/2024;;11/22/2024;Dosquebradas;SECRETARÍA DE ASUNTOS ADMINISTRATIVOS;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.2097707;710427048;Valle del Cauca;Cali;11/23/2024;2,618,632,663;DIANA CRISTINA LARGO TABORDA;FONPACIFICO;901039684;V1.93141701;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7095121;704,187,608;Adjudicado
ALCALDIA MUNICIPIO DE DOSQUEBRADAS;800099310;Risaralda;Dosquebradas;Territorial;Centralizada;CO1.REQ.7214922;CI-2040-2024;704187608;CO1.BDOS.7080011;"AUNAR ESFUERZOS TÉCNICOS; ADMINISTRATIVOS; FINANCIEROS; ORGANIZACIONALES Y LOGÍSTICOS PARA EL DESARROLLO DE LAS ACTIVIDADES  Y MANIFESTACIONES CULTURALES; ARTÍSTICAS; DEPORTIVAS; SOCIALES INSTITUCIONA";AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS, ORGANIZACIONALES Y LOGÍSTICOS PARA EL DESARROLLO DE LAS ACTIVIDADES  Y MANIFESTACIONES CULTURALES, ARTÍSTICAS, DEPORTIVAS, SOCIALES INSTITUCIONALES Y/O DE PROMOCIÓN DEL TURISMO EN EL MUNICIPIO DE DOSQUEBRADAS;Presentación de oferta;;;;;;;;2,618,632,663;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);38;día(s);11/22/2024;;11/22/2024;Dosquebradas;SECRETARÍA DE ASUNTOS ADMINISTRATIVOS;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.2097707;710427048;Valle del Cauca;Cali;11/23/2024;2,618,632,663;DIANA CRISTINA LARGO TABORDA;FONPACIFICO;901039684;V1.93141701;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7095121;704,187,608;Adjudicado
MUNICIPIO DE CARTAGO;891900493;Valle del Cauca;Cartago;Territorial;Centralizada;CO1.REQ.3253846;11-010-2022;704960004;CO1.BDOS.3168013;ARCHIVO TRANSITO;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS CON LA ALCALDÍA MUNICIPAL DE CARTAGO PARA LA ORGANIZACIÓN, DEPURACIÓN, CLASIFICACIÓN, INVENTARIO DOCUMENTAL, DIGITALIZACIÓN Y  FOLIACIÓN DEL ARCHIVO DE GESTIÓN DE LOS COMPARENDOS Y DE LOS EXPEDIENTES QUE CONFORMAN LAS VIGENCIAS 2019, 2020 Y 2021 DE LA SECRETARÍA DE MOVILIDAD Y TRANSPORTE DE CARTAGO (LEY594DE2000YSUS REGLAMENTARIOS).;Presentación de oferta;08/19/2022;08/19/2022;;;;;08/19/2022;170,296,626;Contratación régimen especial (con ofertas);Regla aplicable;2;Mes(es);08/19/2022;08/19/2022;08/19/2022;Cartago;UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO;0;0;2;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1397242;710427048;Valle del Cauca;Cali;08/19/2022;170,296,626;LIZETH JOHANNA SUAREZ MORENO;FONPACIFICO;901039684;V1.80111600;Cerrado;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3171144;704,960,004;Adjudicado
ALCALDÍA MUNICIPAL DE ROLDANILLO;891900289;Valle del Cauca;Roldanillo;Nacional;Centralizada;CO1.REQ.3205542;MRCI007DE2022;704271436;CO1.BDOS.3120705;"ELABORACIÓN DEL PLAN INSTITUCIONAL DE ARCHIVOS; EL PROGRAMA DE GESTIÓN DOCUMENTAL Y EL SISTEMA INTEGRADO DE CONSERVACIÓN";AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS ENTRE EL MUNICIPIO DE ROLDANILLO Y FONPACIFICO, PARA LA ELABORACIÓN DEL PLAN INSTITUCIONAL DE ARCHIVOS, EL PROGRAMA DE GESTIÓN DOCUMENTAL Y EL SISTEMA INTEGRADO DE CONSERVACIÓN, QUE CONTRIBUYA AL FORTALECIMIENTO DE LA GESTIÓN DE LA ENTIDAD Y EL MUNICIPIO.;Presentación de oferta;8/08/2022;8/08/2022;;;;;8/08/2022;22,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);90;día(s);8/08/2022;;8/08/2022;Roldanillo;Oficina de contratación;1,812;1;2;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1388518;710427048;Valle del Cauca;Cali;8/08/2022;22,000,000;angy marcela forero marin;FONPACIFICO;901039684;V1.80111600;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3122761;704,271,436;Adjudicado
CORPORACION AUTONOMA REGIONAL DEL TOLIMA;890704536;Tolima;Ibagué;Nacional;Centralizada;CO1.REQ.4751834;CORTOLIMA-C INTER-0023-2023;702191560;CO1.BDOS.4646512;CONVENIO GESTION DOCUMENTAL;AUNAR ESFUERZOS, TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS ENTRE LA CORPORACIÓN AUTONOMA REGIONAL DEL TOLIMA Y EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL PARA EL MEJORAMIENTO DE LA GESTION DOCUMENTAL DE LA ENTIDAD.;Presentación de oferta;06/27/2023;06/27/2023;;;;;06/27/2023;715,000,000;Contratación directa;Contratos o convenios Interadministrativos (valor cero);6;Mes(es);;;;Ibagué;GESTION CONTRACTUAL;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.93142103;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4653018;702,191,560;Adjudicado
MUNICIPIO DE LA UNION;891901109;Valle del Cauca;La Unión;Territorial;Centralizada;CO1.REQ.5785544;CONVENIO-004-2024;704260173;CO1.BDOS.5668969;CONVENIO-004-2024;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS CON EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL (FONPACÍFICO) PARA LA IMPLEMENTACIÓN DE LOS INSTRUMENTOS DE PLANEACIÓN, PLAN DE DESARROLLO MUNICIPAL 2024-2027, PLAN DE ACCIÓN Y PLAN PLURIANUAL DE INVERSIONES CONFORME A LA LINEA ESTRATÉGICA LA UNIÓN PARTICIPATIVA Y PLANIFICADA DEL MUNICIPIO DE LA UNIÓN VALLE;Presentación de oferta;02/16/2024;02/16/2024;;;;;02/16/2024;140,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);6;Mes(es);02/19/2024;;02/16/2024;La Unión;DEPARTAMENTO JURÍDICO;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1854836;710427048;Valle del Cauca;Cali;02/19/2024;140,000,000;GERMAN VILLAQUIRAN;FONPACIFICO;901039684;V1.80101601;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5676768;704,260,173;Adjudicado
MUNICIPIO DE PRADERA;891380115;Valle del Cauca;Pradera;Territorial;Descentralizada;CO1.REQ.7344045;110-16-02-15;702580812;CO1.BDOS.7207144;PRESTACION DE SERVICIOS DE APOYO A LA GESTION;"AUNAR
ESFUERZOS TECNICOS, ADMINISTRATIVOS, JURIDICOS Y FINANCIEROS QUE
PERMITAN EL GERENCIAMIENTO PARA EL MEJORAMIENTO DE LA
INFRAESTRUCTURA DE LA INSTITUCION EDUCATIVA ALFREDO POSADA CORREA
(SEDE ANTONIO RICAURTE) DEL MUNICIPIO DE PRADERA VALLE DEL CAUCA";Presentación de oferta;;;;;;;;184,211,405;Contratación directa;Servicios profesionales y apoyo a la gestión;12;día(s);;;;Pradera;GESTION CONTRACTUAL 2;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;UNSPECIFIED;Abierto;Prestación de servicios;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7227831;702,580,812;Adjudicado
GOBERNACIÓN DEL DEPARTAMENTO ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA;892400038;San Andrés, Providencia y Santa Catalina;San Andrés;Territorial;Descentralizada;CO1.REQ.6315048;CI-SJU-0006-2024;702318460;CO1.BDOS.6191963;"Prestación de servicios para desarrollar actividades  que brinden herramientas y espacios para la población juvenil de San Andrés; Providencia y Santa Catalina que incidan en la disminución y manejo a";Prestación de servicios para desarrollar actividades  que brinden herramientas y espacios para la población juvenil de San Andrés, Providencia y Santa Catalina que incidan en la disminución y manejo acertivo de factores de riesgo asociados a la salud mental, y las construcción de estrategias preventivas para evitar comisión de delitos y la vinculación de los jóvenes a organismos criminales;Presentación de oferta;05/29/2024;05/29/2024;;;;;05/29/2024;800,000,000;Contratación directa;Servicios profesionales y apoyo a la gestión;5;Mes(es);;;;San Andrés;Secretaría de la Juventud;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.93141501;Abierto;Prestación de servicios;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6200884;702,318,460;Adjudicado
INSTITUTO DE EDUCACIÓN TÉCNICA PROFESIONAL DE ROLDANILLO VALLE DEL CAUCA;891902811;Valle del Cauca;Roldanillo;Nacional;Centralizada;CO1.REQ.3688705;CD-062-2022;703076125;CO1.BDOS.3594057;Convenio Interadministrativo;"aunar esfuerzos y recursos administrativos, técnicos y financieros en el marco del programa de la línea estratégica de infraestructura física, eficiente y flexible y la línea estratégica de cultura y desarrollo integral del plan de desarrollo del INTEP 2020 2023 para la gerencia integral de los proyectos de inversión correspondientes a: 1)  desarrollar los diseños en fase iii, de la biblioteca; 2) garantiza el mantenimiento los edificios y demás ambientes de aprendizaje en buen estado conforme";Presentación de oferta;12/01/2022;12/01/2022;;;;;12/01/2022;907,556,696;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);0;día(s);12/02/2022;;12/01/2022;Roldanillo;Contratacion;2,87;1;7;0;0;0;0;0;0;Seleccionado;70;Si;CO1.AWD.1488003;710427048;Valle del Cauca;Cali;12/02/2022;907,556,696;JUAN PABLO BONILLA ROJAS;FONPACIFICO;901039684;V1.72103300;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3601280;703,076,125;Adjudicado
MUNICIPIO DE LA UNION;891901109;Valle del Cauca;La Unión;Territorial;Centralizada;CO1.REQ.3278798;CONVENIO-003-2022;704260173;CO1.BDOS.3192945;CONVENIO-003-2022;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, CONTABLES Y FINANCIEROS CON EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL -FONPACIFICO, CON EL FIN DE CONTINUAR CON LA REACTIVACION ECONOMICA A TRAVES DE LA REALIZACIÓN LOGÍSTICA DE LAS ACTIVIDADES CULTURALES, TURÍSTICAS Y ARTÍSTICAS, EN EL MARCO DEL XVl CARNAVAL DE LA UVA Y EL VINO EN EL MUNICIPIO DE LA UNIÓN, VALLE DEL CAUCA;Presentación de oferta;08/25/2022;08/25/2022;;;;;08/25/2022;300,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);4;Mes(es);08/26/2022;;08/25/2022;La Unión;DEPARTAMENTO JURÍDICO;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1401884;710427048;Valle del Cauca;Cali;08/25/2022;303,000,000;WILLIAM FERNANDO PALOMINO ZÚÑIGA;FONPACIFICO;901039684;V1.80111600;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3195607;704,260,173;Adjudicado
GOBERNACION DEL CHOCÓ.;891680010;No Definido;No Definido;Territorial;Descentralizada;CO1.REQ.6908568;GDCH- SIVM- CD- CI- 001- 2024;710188293;CO1.BDOS.6778846;"AUNAR ESFUERZOS Y RECURSOS ADMINISTRATIVOS TÉCNICOS Y FINANCIEROS ENTRE LA GOBERNACIÓN DEL CHOCÓ Y EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL - FONPACÍFICO; PARA LA EJECUCIÓN DEL PROYECTO DE";No definido;Presentación de oferta;09/26/2024;09/26/2024;;;;;09/26/2024;4,681,993,750;Contratación directa;Contratos o convenios Interadministrativos (valor cero);9;Mes(es);;;;Quibdó;GOBERNACION - INFRAESTRUCTURA;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.81101500;Abierto;Obra;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6788699;710,188,293;Adjudicado
ALCALDIA DE FILANDIA;890001339;Quindío;Filandia;Territorial;Descentralizada;CO1.REQ.6637821;COIA 003-2024 SG;704402114;CO1.BDOS.6512045;AUNAR ESFUERZOS PARA LA REALIZACIÓN DE ACTIVIDADES CULTURALES Y ARTÍSTICAS A REALIZARSE EN EL MARCO DE LAS FESTIVIDADES CONMEMORATIVAS EN EL ANIVERSARIO 146 DEL MUNICIPIO DE FILANDIA QUINDÍO.;AUNAR ESFUERZOS PARA LA REALIZACIÓN DE ACTIVIDADES CULTURALES Y ARTÍSTICAS A REALIZARSE EN EL MARCO DE LAS FESTIVIDADES CONMEMORATIVAS EN EL ANIVERSARIO 146 DEL MUNICIPIO DE FILANDIA QUINDÍO.;Presentación de oferta;8/08/2024;8/08/2024;;;;;8/08/2024;493,555,117;Contratación régimen especial;Regla aplicable;12;día(s);;;;Filandia;SECRETARÍA DE GOBIERNO;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.93141700;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6522366;704,402,114;Adjudicado
MUNICIPIO DE CARTAGO;891900493;Valle del Cauca;Cartago;Territorial;Centralizada;CO1.REQ.5448311;11-028-2023;704960004;CO1.BDOS.5329685;FOLIACIÓN Y ELABORACIÓN DEL INVENTARIO DOCUMENTAL DE LAS LICENCIAS DE CONSTRUCCIÓN UBICADAS EN EL ARCHIVO CENTRAL;AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS CON EL FIN DE FORTALECER LOS PROCESOS DE GESTIÓN DOCUMENTAL Y ARCHIVÍSTICA DEL MUNICIPIO A TRAVÉS DE LA FOLIACIÓN Y ELABORACIÓN DEL INVENTARIO DOCUMENTAL DE LAS LICENCIAS DE CONSTRUCCIÓN UBICADAS EN EL ARCHIVO CENTRAL, EN CUMPLIMIENTO DE LO ESTABLECIDO POR LA LEY 594 DE 2000 Y SUS REGLAMENTACIONES;Presentación de oferta;12/21/2023;12/21/2023;;;;;12/21/2023;62,992,885;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);0;día(s);12/21/2023;;12/21/2023;Cartago;UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO;642;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1811913;710427048;Valle del Cauca;Cali;12/21/2023;62,992,885;ADAMILA DEL PILAR JARAMILLO RIOS;FONPACIFICO;901039684;V1.80101506;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5343931;704,960,004;Adjudicado
MUNICIPIO DE BUENAVISTA (QUINDIO);890001879;Quindío;Buenavista;Territorial;Descentralizada;CO1.REQ.7102962;SGPC-CI-01-2024;705154276;CO1.BDOS.6970765;"CONVENIO INTERADMINISTRATIVO ENTRE EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL - FONPACIFICO Y EL MUNICIPIO DE BUENAVISTA; QUINDÍO; PARA AUNAR ESFUERZOS TÉCNICOS; OPERATIVOS Y ADMINISTRATIVOS EN";"CONVENIO INTERADMINISTRATIVO ENTRE EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO SOCIAL - FONPACIFICO Y EL MUNICIPIO DE BUENAVISTA, QUINDÍO,
PARA AUNAR ESFUERZOS TÉCNICOS, OPERATIVOS Y ADMINISTRATIVOS EN LA REALIZACIÓN DE LAS ACTIVIDADES CULTURALES, TURÍSTICAS Y DEPORTIVAS A
EJECUTARSE EN LA LOCALIDAD DURANTE EL ÚLTIMO TRIMESTRE DEL AÑO 2024";Presentación de oferta;10/31/2024;10/31/2024;;;;;10/31/2024;194,593,902;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);40;día(s);;;10/31/2024;Buenavista;Secretaria de Gobierno;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.2074444;710427048;Valle del Cauca;Cali;10/31/2024;194,593,902;Jhon Steban Aristizabal Rendon;FONPACIFICO;901039684;V1.93141500;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6982807;705,154,276;Adjudicado
GOBERNACION DEL CHOCÓ.;891680010;No Definido;No Definido;Territorial;Descentralizada;CO1.REQ.7329233;CD-CI-GDCH-011-2024;710188293;CO1.BDOS.7192599;Contrato Interadministrativo;"CONTRATO INTERADMINISTRATIVO ENTRE LA GOBERNACIÓN DEL
CHOCÓ Y EL FONDO MIXTO DE ETNOCULTURA Y DESARROLLO
SOCIAL PARA EL APOYO LOGÍSTICO EN LA REALIZACIÓN DE LA
RENDICIÓN PUBLICA DE CUENTA DEL CHOCÓ EN RUTA HACIA EL PROGRESO - 2024.";Presentación de oferta;12/16/2024;12/16/2024;;;;;12/16/2024;85,000,000;Contratación directa;Contratos o convenios Interadministrativos (valor cero);10;día(s);;;;Quibdó;GOBERNACION CENTRAL;0;0;0;0;0;0;0;0;0;Seleccionado;70;No;No Adjudicado;710427048;Valle del Cauca;Cali;;0;No Adjudicado;FONPACIFICO;901039684;V1.80111601;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7213165;710,188,293;Adjudicado
CONCEJO MUNICIPAL CARTAGO;900215967;Valle del Cauca;Cartago;Territorial;Descentralizada;CO1.REQ.4722715;CMC-001-017-2023;719505695;CO1.BDOS.4617499;CONVENIO INTERADMINISTRATIVO ELABORACION INSTRUMENTOS ARCHIVISTICOS;AUNAR ESFUERZOS, TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS PARA LA ELABORACIÓN DE INSTRUMENTOS ARCHIVISTICOS EN EL CONCEJO MUNICIPAL CARTAGO EN CUMPLIMIENTO A LA LEY 594 DE 2000, Y SUS REGLAMENTARIOS.;Presentación de oferta;06/23/2023;06/23/2023;;;;;06/23/2023;132,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);150;día(s);06/23/2023;;06/23/2023;Cartago;CONCEJO MUNICIPAL CARTAGO VALLE;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1650171;710427048;Valle del Cauca;Cali;06/23/2023;132,000,000,000;NOE ARBOLEDA HURTADO;FONPACIFICO;901039684;V1.80111620;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4624116;719,505,695;Adjudicado
CONCEJO MUNICIPAL CARTAGO;900215967;Valle del Cauca;Cartago;Territorial;Descentralizada;CO1.REQ.4722715;CMC-001-017-2023;719505695;CO1.BDOS.4617499;CONVENIO INTERADMINISTRATIVO ELABORACION INSTRUMENTOS ARCHIVISTICOS;AUNAR ESFUERZOS, TÉCNICOS, ADMINISTRATIVOS, FINANCIEROS Y HUMANOS PARA LA ELABORACIÓN DE INSTRUMENTOS ARCHIVISTICOS EN EL CONCEJO MUNICIPAL CARTAGO EN CUMPLIMIENTO A LA LEY 594 DE 2000, Y SUS REGLAMENTARIOS.;Presentación de oferta;06/23/2023;06/23/2023;;;;;06/23/2023;132,000,000;Contratación Directa (con ofertas);Contratos o convenios Interadministrativos (con valor);150;día(s);06/23/2023;;06/23/2023;Cartago;CONCEJO MUNICIPAL CARTAGO VALLE;1;1;1;0;1;0;0;1;0;Seleccionado;70;Si;CO1.AWD.1650171;710427048;Valle del Cauca;Cali;06/23/2023;132,000,000,000;NOE ARBOLEDA HURTADO;FONPACIFICO;901039684;V1.80111620;Abierto;Otro;No Definido;No definido;https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4624116;719,505,695;Adjudicado
